Implementation_Order,New_Build_Rank,Next_Candidate_Rank,SKU_ID,Product,Product_Family,Implementation_Status,Mapped_Working_SKU,Decision_Tier,Priority_Score_0_100,Creation_Effort_1_5,Validation_Effort_1_5,Commercial_Risk_1_5,Trend_Score_0_100,Estimated_Market_Fit_1_5,Market_Evidence_Confidence_1_5,Strategy_Fit_1_5,AM_Differentiation_1_5,Portfolio_Leverage_1_5,Digital_First_Fit_1_5,Economics_1_5,Source_IDs,Scoring_Rationale,Next_Action,Scored_On,Scoring_Version,Score_Status
354,318,,SKU-174,Fold-flat hotel nightstand organizer,Travel organization,NOT_STARTED,,2 VALIDATE NEXT,74.5,2,4,3,94.0,5,3,4,3,4,5,4,S01; S31; S09; S11; S19; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 4/5; additive differentiation 3/5; portfolio leverage 4/5; creation effort 2/5, validation effort 4/5 and commercial risk 3/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Select captive joint; run 1000 fold cycles and travel-bag compression test.,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
355,319,,SKU-381,ScoreGrip marking-knife holder,AI-generated tools & desktop utility,NOT_STARTED,,2 VALIDATE NEXT,74.5,2,4,3,76.0,4,2,5,5,4,4,3,S105,"Estimated market fit 4/5 with evidence confidence 2/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 4/5 and commercial risk 3/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Print the interface coupon against the exact purchased hardware, measure retention, then confirm the grip geometry on a real task",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
356,320,,SKU-385,DepthThumb drill depth collar,AI-generated tools & desktop utility,NOT_STARTED,,2 VALIDATE NEXT,74.5,2,4,3,76.0,4,2,5,5,4,4,3,S105,"Estimated market fit 4/5 with evidence confidence 2/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 4/5 and commercial risk 3/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Print the interface coupon against the exact purchased hardware, measure retention, then confirm the grip geometry on a real task",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
357,321,,SKU-031,City skyline and street-map panel,"3D wall art, reliefs & gallery panels",NOT_STARTED,,2 VALIDATE NEXT,73.8,2,2,2,85.0,4,3,3,5,3,4,4,S01; S02; S03; S04; S11; S16,"Estimated market fit 4/5 with evidence confidence 3/5; strategy fit 3/5; additive differentiation 5/5; portfolio leverage 3/5; creation effort 2/5, validation effort 2/5 and commercial risk 2/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Define open-data pipeline and attribution placement,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
358,322,,SKU-032,Custom topographic relief tile,"3D wall art, reliefs & gallery panels",NOT_STARTED,,2 VALIDATE NEXT,73.8,2,2,2,85.0,4,3,3,5,3,4,4,S01; S02; S03; S04; S11; S16,"Estimated market fit 4/5 with evidence confidence 3/5; strategy fit 3/5; additive differentiation 5/5; portfolio leverage 3/5; creation effort 2/5, validation effort 2/5 and commercial risk 2/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Establish approved map-data sources and attribution rules,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
359,323,,SKU-033,Modular botanical relief set,"3D wall art, reliefs & gallery panels",NOT_STARTED,,2 VALIDATE NEXT,73.8,2,2,2,85.0,4,3,3,5,3,4,4,S01; S02; S03; S04; S11; S16,"Estimated market fit 4/5 with evidence confidence 3/5; strategy fit 3/5; additive differentiation 5/5; portfolio leverage 3/5; creation effort 2/5, validation effort 2/5 and commercial risk 2/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Commission first original motif collection,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
360,324,,SKU-038,Generic tabletop card-holder set,"Board-game inserts, card holders & dice towers",NOT_STARTED,,2 VALIDATE NEXT,73.8,1,2,2,76.0,3,3,3,5,3,5,5,S01; S04; S11; S16,"Estimated market fit 3/5 with evidence confidence 3/5; strategy fit 3/5; additive differentiation 5/5; portfolio leverage 3/5; creation effort 1/5, validation effort 2/5 and commercial risk 2/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Create sleeve-thickness presets and accessibility pilot,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
361,325,,SKU-369,Geode worry stone tactile pebble,"AI-generated toys, fidgets & kinetic objects",NOT_STARTED,,2 VALIDATE NEXT,73.8,1,3,2,80.0,3,2,4,5,4,4,3,S94; S101,"Estimated market fit 3/5 with evidence confidence 2/5; strategy fit 4/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 1/5, validation effort 3/5 and commercial risk 2/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Print one mechanism coupon at the intended clearance, run the 100-cycle actuation test, then decide the toy-safety route before any sale",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
362,326,,SKU-388,Climber figure wall hook,"AI-generated persons, figurines & statues",NOT_STARTED,,2 VALIDATE NEXT,73.8,2,2,2,83.0,3,2,4,5,4,4,3,S110; S112,"Estimated market fit 3/5 with evidence confidence 2/5; strategy fit 4/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 2/5 and commercial risk 2/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Run the likeness and rights review, then generate one reference image, one Step1X-3D mesh and one printed minimum-feature coupon",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
363,327,,SKU-391,Chef figure utensil rest,"AI-generated persons, figurines & statues",NOT_STARTED,,2 VALIDATE NEXT,73.8,2,2,2,79.0,3,2,4,5,4,4,3,S110; S112,"Estimated market fit 3/5 with evidence confidence 2/5; strategy fit 4/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 2/5 and commercial risk 2/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Run the likeness and rights review, then generate one reference image, one Step1X-3D mesh and one printed minimum-feature coupon",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
364,328,,SKU-412,Striped big-top pendant diffuser,AI-generated trending decor objects,NOT_STARTED,,2 VALIDATE NEXT,73.8,2,3,2,83.0,3,2,5,5,4,4,2,S111; S113,"Estimated market fit 3/5 with evidence confidence 2/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 3/5 and commercial risk 2/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Print one interface coupon for the insert, pot or keep-out, verify fit and stability, then decide the sealing and heat exclusions",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
365,329,,SKU-108,Camera battery and media-card drawer cassette,Photo-gear organization,NOT_STARTED,,2 VALIDATE NEXT,73.5,2,5,3,90.0,5,3,4,3,4,5,5,S31; S11; S15; S19; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 4/5; additive differentiation 3/5; portfolio leverage 4/5; creation effort 2/5, validation effort 5/5 and commercial risk 3/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Run heat-clearance and drop tests with inert dimensional dummies before any real-battery pilot.,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
366,330,,SKU-138,Vertical laptop slot with thickness gauge,Passive device stands,NOT_STARTED,,2 VALIDATE NEXT,73.5,2,4,3,80.0,4,3,4,5,4,4,4,S31; S11; S19; S32,"Estimated market fit 4/5 with evidence confidence 3/5; strategy fit 4/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 4/5 and commercial risk 3/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Prototype two-device stand; run bump; tip and pad-abrasion tests.,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
367,331,,SKU-145,Fold-flat phone stand with document rest,Passive device stands,NOT_STARTED,,2 VALIDATE NEXT,73.5,2,4,3,87.0,4,3,4,3,5,5,4,S01; S33; S31; S11; S19; S32,"Estimated market fit 4/5 with evidence confidence 3/5; strategy fit 4/5; additive differentiation 3/5; portfolio leverage 5/5; creation effort 2/5, validation effort 4/5 and commercial risk 3/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Compare captive flexure and pin joint; run 1000 fold cycles and tip tests.,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
368,332,,SKU-175,Travel jewelry cassette with captured dividers,Travel organization,NOT_STARTED,,2 VALIDATE NEXT,73.5,2,4,3,93.0,5,3,4,4,4,3,3,S01; S31; S11; S19; S28; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 4/5; additive differentiation 4/5; portfolio leverage 4/5; creation effort 2/5, validation effort 4/5 and commercial risk 3/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Test chain tangling; latch cycles and surface transfer with costume jewelry.,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
369,333,,SKU-315,Articulated Crystal Dragon desk guardian,AI-generated animals & creatures,NOT_STARTED,,2 VALIDATE NEXT,73.0,2,2,1,80.0,3,2,4,3,4,5,3,S84; S85,"Estimated market fit 3/5 with evidence confidence 2/5; strategy fit 4/5; additive differentiation 3/5; portfolio leverage 4/5; creation effort 2/5, validation effort 2/5 and commercial risk 1/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Generate one reference image and one Step1X-3D mesh, repair to a watertight solid, then print one smallest-feature coupon before a full model",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
370,334,,SKU-317,Articulated Axolotl desk pet,AI-generated animals & creatures,NOT_STARTED,,2 VALIDATE NEXT,73.0,2,2,1,80.0,3,2,4,3,4,5,3,S84,"Estimated market fit 3/5 with evidence confidence 2/5; strategy fit 4/5; additive differentiation 3/5; portfolio leverage 4/5; creation effort 2/5, validation effort 2/5 and commercial risk 1/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Generate one reference image and one Step1X-3D mesh, repair to a watertight solid, then print one smallest-feature coupon before a full model",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
371,335,,SKU-318,Articulated Japanese Koi Fish,AI-generated animals & creatures,NOT_STARTED,,2 VALIDATE NEXT,73.0,2,2,1,75.0,3,2,4,3,4,5,3,S84; S113,"Estimated market fit 3/5 with evidence confidence 2/5; strategy fit 4/5; additive differentiation 3/5; portfolio leverage 4/5; creation effort 2/5, validation effort 2/5 and commercial risk 1/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Generate one reference image and one Step1X-3D mesh, repair to a watertight solid, then print one smallest-feature coupon before a full model",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
372,336,,SKU-320,Articulated Capybara with orange hat,AI-generated animals & creatures,NOT_STARTED,,2 VALIDATE NEXT,73.0,2,2,1,76.0,3,2,4,3,4,5,3,S86,"Estimated market fit 3/5 with evidence confidence 2/5; strategy fit 4/5; additive differentiation 3/5; portfolio leverage 4/5; creation effort 2/5, validation effort 2/5 and commercial risk 1/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Generate one reference image and one Step1X-3D mesh, repair to a watertight solid, then print one smallest-feature coupon before a full model",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
373,337,,SKU-321,Articulated Red Panda desk buddy,AI-generated animals & creatures,NOT_STARTED,,2 VALIDATE NEXT,73.0,2,2,1,75.0,3,2,4,3,4,5,3,S84; S113,"Estimated market fit 3/5 with evidence confidence 2/5; strategy fit 4/5; additive differentiation 3/5; portfolio leverage 4/5; creation effort 2/5, validation effort 2/5 and commercial risk 1/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Generate one reference image and one Step1X-3D mesh, repair to a watertight solid, then print one smallest-feature coupon before a full model",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
374,338,,SKU-355,Dune scorpion clicking tail fidget,"AI-generated toys, fidgets & kinetic objects",NOT_STARTED,,2 VALIDATE NEXT,72.8,2,3,2,84.0,4,2,4,3,4,5,3,S94; S95,"Estimated market fit 4/5 with evidence confidence 2/5; strategy fit 4/5; additive differentiation 3/5; portfolio leverage 4/5; creation effort 2/5, validation effort 3/5 and commercial risk 2/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Print one mechanism coupon at the intended clearance, run the 100-cycle actuation test, then decide the toy-safety route before any sale",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
375,339,,SKU-356,Tidepool hermit crab twist pod,"AI-generated toys, fidgets & kinetic objects",NOT_STARTED,,2 VALIDATE NEXT,72.8,2,3,2,91.0,4,2,4,3,4,5,3,S94; S95,"Estimated market fit 4/5 with evidence confidence 2/5; strategy fit 4/5; additive differentiation 3/5; portfolio leverage 4/5; creation effort 2/5, validation effort 3/5 and commercial risk 2/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Print one mechanism coupon at the intended clearance, run the 100-cycle actuation test, then decide the toy-safety route before any sale",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
376,340,,SKU-362,Click pebble bistable thumb clicker,"AI-generated toys, fidgets & kinetic objects",NOT_STARTED,,2 VALIDATE NEXT,72.8,2,3,2,84.0,4,2,4,3,4,5,3,S94; S95,"Estimated market fit 4/5 with evidence confidence 2/5; strategy fit 4/5; additive differentiation 3/5; portfolio leverage 4/5; creation effort 2/5, validation effort 3/5 and commercial risk 2/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Print one mechanism coupon at the intended clearance, run the 100-cycle actuation test, then decide the toy-safety route before any sale",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
377,341,,SKU-363,Bolt slide blade-free thumb slider,"AI-generated toys, fidgets & kinetic objects",NOT_STARTED,,2 VALIDATE NEXT,72.8,2,3,2,84.0,4,2,4,3,4,5,3,S94; S95,"Estimated market fit 4/5 with evidence confidence 2/5; strategy fit 4/5; additive differentiation 3/5; portfolio leverage 4/5; creation effort 2/5, validation effort 3/5 and commercial risk 2/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Print one mechanism coupon at the intended clearance, run the 100-cycle actuation test, then decide the toy-safety route before any sale",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
378,342,,SKU-366,Basalt burr six-piece interlocking puzzle,"AI-generated toys, fidgets & kinetic objects",NOT_STARTED,,2 VALIDATE NEXT,72.8,2,3,2,76.0,4,2,4,3,4,5,3,S100; S97,"Estimated market fit 4/5 with evidence confidence 2/5; strategy fit 4/5; additive differentiation 3/5; portfolio leverage 4/5; creation effort 2/5, validation effort 3/5 and commercial risk 2/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Print one mechanism coupon at the intended clearance, run the 100-cycle actuation test, then decide the toy-safety route before any sale",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
379,343,,SKU-367,Nautilus maze sphere dexterity puzzle,"AI-generated toys, fidgets & kinetic objects",NOT_STARTED,,2 VALIDATE NEXT,72.8,2,3,2,76.0,4,2,4,3,4,5,3,S100,"Estimated market fit 4/5 with evidence confidence 2/5; strategy fit 4/5; additive differentiation 3/5; portfolio leverage 4/5; creation effort 2/5, validation effort 3/5 and commercial risk 2/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Print one mechanism coupon at the intended clearance, run the 100-cycle actuation test, then decide the toy-safety route before any sale",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
380,344,,SKU-063,Outdoor house-number plaque,"Personalized signs, house numbers & event decor",NOT_STARTED,,2 VALIDATE NEXT,71.5,3,3,3,84.0,4,3,4,5,4,2,4,S01; S04; S11; S16; S24,"Estimated market fit 4/5 with evidence confidence 3/5; strategy fit 4/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 3/5, validation effort 3/5 and commercial risk 3/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Build approved font set and weathering pilot,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
381,345,,SKU-169,Vinyl-cleaning accessory dock,Physical-media organization,NOT_STARTED,,2 VALIDATE NEXT,71.5,2,3,3,87.0,4,3,4,3,4,4,4,S35; S34; S11; S19; S32,"Estimated market fit 4/5 with evidence confidence 3/5; strategy fit 4/5; additive differentiation 3/5; portfolio leverage 4/5; creation effort 2/5, validation effort 3/5 and commercial risk 3/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Test tip stability and staining with water-filled bottles and inert tools.,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
382,346,,SKU-170,Record-shelf anti-lean spacer and index tabs,Physical-media organization,NOT_STARTED,,2 VALIDATE NEXT,71.5,2,4,3,80.0,4,3,5,3,5,2,2,S35; S34; S11; S19; S32,"Estimated market fit 4/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 3/5; portfolio leverage 5/5; creation effort 2/5, validation effort 4/5 and commercial risk 3/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Measure side pressure and scuffing with sacrificial sleeves; define safe gap range.,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
383,347,,SKU-319,Articulated Chameleon perch toy,AI-generated animals & creatures,NOT_STARTED,,2 VALIDATE NEXT,71.0,2,3,1,80.0,3,2,4,3,4,5,3,S86; S84,"Estimated market fit 3/5 with evidence confidence 2/5; strategy fit 4/5; additive differentiation 3/5; portfolio leverage 4/5; creation effort 2/5, validation effort 3/5 and commercial risk 1/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Generate one reference image and one Step1X-3D mesh, repair to a watertight solid, then print one smallest-feature coupon before a full model",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
384,348,,SKU-052,Parametric deck box and divider system,"Board-game inserts, card holders & dice towers",NOT_STARTED,,2 VALIDATE NEXT,70.8,2,2,2,75.0,3,3,3,5,3,5,4,S01; S04; S11; S16,"Estimated market fit 3/5 with evidence confidence 3/5; strategy fit 3/5; additive differentiation 5/5; portfolio leverage 3/5; creation effort 2/5, validation effort 2/5 and commercial risk 2/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Create standard card and sleeve presets,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
385,349,,SKU-064,Rotating vanity caddy with standard bearing,Makeup & vanity organizers,NOT_STARTED,,2 VALIDATE NEXT,70.5,3,3,3,89.0,4,3,4,5,4,2,3,S07; S11; S19,"Estimated market fit 4/5 with evidence confidence 3/5; strategy fit 4/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 3/5, validation effort 3/5 and commercial risk 3/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Build stability prototype and bearing sourcing spec,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
386,350,,SKU-122,Clip-under-shelf eyeglasses rack,Under-shelf micro-storage,NOT_STARTED,,2 VALIDATE NEXT,70.5,2,4,3,83.0,4,3,4,3,5,3,3,S31; S11; S19; S32,"Estimated market fit 4/5 with evidence confidence 3/5; strategy fit 4/5; additive differentiation 3/5; portfolio leverage 5/5; creation effort 2/5, validation effort 4/5 and commercial risk 3/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Run frame abrasion and accidental-bump drop tests after clip qualification.,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
387,351,,SKU-161,Graded-card slab drawer/display cradle,Collectible display and storage,NOT_STARTED,,2 VALIDATE NEXT,70.5,2,4,3,91.0,5,3,4,3,4,2,3,S34; S01; S11; S19; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 4/5; additive differentiation 3/5; portfolio leverage 4/5; creation effort 2/5, validation effort 4/5 and commercial risk 3/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Test scratch and retrieval with inert acrylic blanks matching common slab envelopes.,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
388,352,,SKU-165,Miniature-figure tiered cabinet riser,Collectible display and storage,NOT_STARTED,,2 VALIDATE NEXT,70.5,2,4,3,90.0,4,3,4,4,4,3,4,S01; S34; S31; S11; S19; S32,"Estimated market fit 4/5 with evidence confidence 3/5; strategy fit 4/5; additive differentiation 4/5; portfolio leverage 4/5; creation effort 2/5, validation effort 4/5 and commercial risk 3/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Test loaded tip and 30-day creep with generic weighted cylinders.,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
389,354,,SKU-050,Modular token-tray set with lids,"Board-game inserts, card holders & dice towers",NOT_STARTED,,3 LATER,69.8,2,2,2,76.0,3,3,3,5,3,4,4,S01; S04; S11; S16,"Estimated market fit 3/5 with evidence confidence 3/5; strategy fit 3/5; additive differentiation 5/5; portfolio leverage 3/5; creation effort 2/5, validation effort 2/5 and commercial risk 2/5.",Keep in the research backlog until higher tiers are resolved. Proposed gate: Create generic token capture workflow,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
390,355,,SKU-072,Weighted geometric bookend pair,"Bookends, vinyl & display stands",NOT_STARTED,,3 LATER,69.5,3,3,3,79.0,4,3,4,5,4,1,3,S01; S04; S11; S19,"Estimated market fit 4/5 with evidence confidence 3/5; strategy fit 4/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 3/5, validation effort 3/5 and commercial risk 3/5.",Keep in the research backlog until higher tiers are resolved. Proposed gate: Define sealed ballast cartridge and stability classes,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
391,356,,SKU-177,Luggage-handle owner ID frame,Travel labeling systems,NOT_STARTED,,3 LATER,69.5,2,4,3,89.0,4,3,4,3,4,5,3,S01; S11; S19; S32,"Estimated market fit 4/5 with evidence confidence 3/5; strategy fit 4/5; additive differentiation 3/5; portfolio leverage 4/5; creation effort 2/5, validation effort 4/5 and commercial risk 3/5.",Keep in the research backlog until higher tiers are resolved. Proposed gate: Run snag; impact and 1000 handle-cycle tests with an inert luggage handle jig.,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
392,357,,SKU-353,Ridgeback stag beetle print-in-place fidget,"AI-generated toys, fidgets & kinetic objects",NOT_STARTED,,3 LATER,68.8,2,3,2,80.0,3,2,4,3,4,5,3,S94; S95,"Estimated market fit 3/5 with evidence confidence 2/5; strategy fit 4/5; additive differentiation 3/5; portfolio leverage 4/5; creation effort 2/5, validation effort 3/5 and commercial risk 2/5.","Keep in the research backlog until higher tiers are resolved. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Print one mechanism coupon at the intended clearance, run the 100-cycle actuation test, then decide the toy-safety route before any sale",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
393,358,,SKU-354,Pangolin curl armour fidget,"AI-generated toys, fidgets & kinetic objects",NOT_STARTED,,3 LATER,68.8,2,3,2,80.0,3,2,4,3,4,5,3,S94; S95,"Estimated market fit 3/5 with evidence confidence 2/5; strategy fit 4/5; additive differentiation 3/5; portfolio leverage 4/5; creation effort 2/5, validation effort 3/5 and commercial risk 2/5.","Keep in the research backlog until higher tiers are resolved. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Print one mechanism coupon at the intended clearance, run the 100-cycle actuation test, then decide the toy-safety route before any sale",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
394,359,,SKU-357,Mantis fold snap-arm fidget,"AI-generated toys, fidgets & kinetic objects",NOT_STARTED,,3 LATER,68.8,2,3,2,75.0,3,2,4,3,4,5,3,S94; S95,"Estimated market fit 3/5 with evidence confidence 2/5; strategy fit 4/5; additive differentiation 3/5; portfolio leverage 4/5; creation effort 2/5, validation effort 3/5 and commercial risk 2/5.","Keep in the research backlog until higher tiers are resolved. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Print one mechanism coupon at the intended clearance, run the 100-cycle actuation test, then decide the toy-safety route before any sale",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
395,360,,SKU-365,Ratchet coin indexed worry disc,"AI-generated toys, fidgets & kinetic objects",NOT_STARTED,,3 LATER,68.8,2,3,2,80.0,3,2,4,3,4,5,3,S94; S95,"Estimated market fit 3/5 with evidence confidence 2/5; strategy fit 4/5; additive differentiation 3/5; portfolio leverage 4/5; creation effort 2/5, validation effort 3/5 and commercial risk 2/5.","Keep in the research backlog until higher tiers are resolved. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Print one mechanism coupon at the intended clearance, run the 100-cycle actuation test, then decide the toy-safety route before any sale",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
396,362,,SKU-360,Cog reef intermeshed gear ornament,"AI-generated toys, fidgets & kinetic objects",NOT_STARTED,,3 LATER,67.8,4,4,2,79.0,4,2,4,3,4,5,4,S94; S97,"Estimated market fit 4/5 with evidence confidence 2/5; strategy fit 4/5; additive differentiation 3/5; portfolio leverage 4/5; creation effort 4/5, validation effort 4/5 and commercial risk 2/5.","Keep in the research backlog until higher tiers are resolved. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Print one mechanism coupon at the intended clearance, run the 100-cycle actuation test, then decide the toy-safety route before any sale",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
397,363,,SKU-051,Under-desk headphone hook,"Headphone, controller & VR stands",NOT_STARTED,,3 LATER,67.5,2,3,3,85.0,4,2,3,5,3,2,5,S05; S11; S19,"Estimated market fit 4/5 with evidence confidence 2/5; strategy fit 3/5; additive differentiation 5/5; portfolio leverage 3/5; creation effort 2/5, validation effort 3/5 and commercial risk 3/5.",Keep in the research backlog until higher tiers are resolved. Proposed gate: Validate clamp and screw versions separately,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
