"SKU_ID","Product","Product_Family","Concept_Type","Customer_Job","Target_Segment","Trend_Signal","Strategy_Fit","AM_Advantage","Customer_Inputs","Parametric_Variables","Max_L_mm","Max_W_mm","Max_H_mm","Primary_Material","Supports","Difficulty","Offer_Mode","Digital_Price_Band_EUR","Printed_Price_Band_EUR","Risk_Score","Risk_or_Limit","Opportunity_Score","Launch_Wave","Source_IDs","Design_Status","Next_Gate","Notes","Trend_Source_Strength_0_30","Trend_Signal_Magnitude_0_30","Trend_MetriMade_Fit_0_25","Trend_Whitespace_0_15","Trend_Score_0_100","Trend_Score_Basis","Trend_Score_Status","Trend_Score_Assessed_On","Trend_Score_Version"
"SKU-186","Print-quality coupon archive case","3D-printer workshop organization","New","Store calibration and material coupons with dated process cards for later comparison.","Makers; print farms; schools and QA-minded designers","Versioned testing and traceability are central to the metriCreate value proposition.","Adjacent — evidence-system product","Coupon standard; card fields and capacity can become a proprietary validation interface.","Coupon dimensions; card fields; count; archive size","slots; dividers; card pockets; index tabs; lid; release ID","220","160","90","PLA","None","Easy","Digital first; printed later","7-14","22-46","1","Organizer only; retained coupons do not by themselves prove product qualification.","92","Wave 2","S11; S19; S22; S23; S30; S32","P0 research backlog","Define one coupon/card schema and use it on three internal products.","High internal leverage; commercial demand should be tested with makers.","12","10","15","11","48","Primary-source strength 12/30 (no direct market source); signal magnitude 10/30; metriMade strategy fit 15/25; nonduplicate portfolio whitespace 11/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-187","Multimeter-lead and probe drawer insert","Electronics-bench organization","New","Store disconnected test leads; probes and adapters in labeled drawer channels without tight bends.","Adult electronics hobbyists and repair benches","EU repair policy and hands-on skill trends support better bench organization.","Adjacent — exact-fit technical organization","Lead length; probe geometry and drawer envelope are variable and measurable.","Disconnected lead lengths; probe envelopes; bend radius; drawer size","channels; spool radius; probe pockets; labels; dividers","220","180","55","PETG","None","Moderate","Digital first; printed later","9-17","28-56","4","Storage only while disconnected; no electrical insulation; CAT rating or protection claim.","78","Wave 3","S10; S29; S33; S11; S15; S19; S32","P0 research backlog","Use inert dummy probes; verify bend radius and prominent disconnected-only instructions.","Keep this outside the low-risk core until electrical boundary review.","23","25","15","14","77","Primary-source strength 23/30 (S10; S29; S33); signal magnitude 25/30; metriMade strategy fit 15/25; nonduplicate portfolio whitespace 14/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-188","Driver-bit inventory tray","Workshop tool organization","New","Arrange mixed driver bits by measured shank and readable size labels with empty-slot visibility.","Adult makers; repair cafes and workshops","EU repair policy and maker skill growth support organized small-tool inventories.","Adjacent — defined-set workshop organization","Bit count; shank standard and label taxonomy are ideal parametric inputs.","Shank diameter; bit lengths; count; label list; drawer/bench mode","hole size; depth; pitch; labels; angle; base","220","140","55","PLA","None","Easy","Digital first; printed later","7-14","22-46","3","Storage only; tool use and torque performance are outside scope; adult use.","86","Wave 2","S10; S29; S33; S11; S19; S32","P0 research backlog","Test retention; label readability and removal with worn generic bits.","Could share CSV label import with cable and drawer systems.","23","25","15","12","75","Primary-source strength 23/30 (S10; S29; S33); signal magnitude 25/30; metriMade strategy fit 15/25; nonduplicate portfolio whitespace 12/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-189","Hex-key grip sleeves and bench stand","Workshop tool organization","New","Make small hex keys easier to identify and store using size-coded removable sleeves plus a matched stand.","Adult makers; cyclists and repair hobbyists","Repair and hands-on skill trends support useful tool organization.","Adjacent — personalized tool organization","Key section; size label and grip length vary; paired stand locks the family together.","Key cross-section; length; size labels; count","sleeve bore; grip shape; text; stand slots; color code","180","100","80","TPU 95A with PLA stand","None","Moderate","Digital first; printed later","8-15","24-48","4","Comfort and identification only; no torque; electrical or safety-tool claim; slip testing required.","77","Wave 3","S10; S29; S33; S11; S19; S28; S32","P0 research backlog","Run torque-slip and removal tests; set a low permitted-use boundary or drop sleeves.","Stand may remain viable even if grip sleeves fail testing.","23","25","15","12","75","Primary-source strength 23/30 (S10; S29; S33); signal magnitude 25/30; metriMade strategy fit 15/25; nonduplicate portfolio whitespace 12/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-190","Caliper and depth-gauge protective bench rest","Workshop tool organization","New","Park measuring tools so jaws and depth rods do not contact the bench or get buried.","Makers; machinists and print farms","Hands-on skill growth and maker workflows create demand for careful tool storage.","Adjacent — defined-object workshop organization","Tool envelope and hand orientation can be fitted without copying proprietary styling.","Tool envelope; jaw position; dominant hand; bench footprint","cradle points; angle; pad pockets; stop; labels","180","120","90","PLA with TPU pads","None","Moderate","Digital first; printed later","8-15","24-50","3","Storage only; no calibration; impact-protection or metrology claim.","85","Wave 2","S33; S11; S19; S28; S32","P0 research backlog","Test contact points with an inexpensive caliper and gauge blocks for repeatable placement.","A precision-looking product needs especially careful claim language.","21","23","15","12","71","Primary-source strength 21/30 (S33); signal magnitude 23/30; metriMade strategy fit 15/25; nonduplicate portfolio whitespace 12/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-191","Furniture screw-hole cover and trim-plug generator","Noncritical repair and finish parts","New","Replace missing decorative hole covers using measured bore; flange and surface color.","Furniture owners; landlords and repair cafes","EU right-to-repair rules apply from 31 July 2026 and support longer product lifetimes.","Adjacent — measured noncritical replacement","Bore diameter; depth and flange are ideal low-volume parameters unavailable in long-tail retail.","Bore diameter/depth; flange diameter; surface clearance; color","stem; barb; flange; relief; texture; removal slot","45","45","30","PETG","None","Moderate","Digital first; printed later","4-9","10-24","3","Decorative non-structural holes only; exclude fastener retention and safety assemblies.","86","Wave 2","S10; S29; S16; S11; S19; S32","P0 research backlog","Create go/no-go fit gauge; pull-out test and red-line exclusion checklist.","No brand geometry; customer confirms the hole is decorative.","23","16","15","12","66","Primary-source strength 23/30 (S10; S29); signal magnitude 16/30; metriMade strategy fit 15/25; nonduplicate portfolio whitespace 12/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-192","Shelf-pin hole liner and plug kit","Noncritical repair and finish parts","New","Restore a worn decorative shelf-pin hole edge or cover unused holes with measured inserts.","Furniture owners; repair cafes and landlords","EU repair policy supports repair demand; small exact-fit parts suit distributed manufacturing.","Adjacent — measured repair part","Hole diameter; panel thickness and cosmetic flange vary across furniture.","Hole diameter/depth; panel material; intended plug or liner use","bore; wall; flange; split; removal slot; color","35","35","35","PETG","None","Moderate","Digital first; printed later","4-9","10-24","4","Plug is cosmetic only; liner use must not carry a shelf until separately load-qualified.","76","Wave 3","S10; S29; S16; S11; S19; S32","P0 research backlog","Separate cosmetic-plug and load-liner programs; launch only plug if load evidence is absent.","Fail closed on any structural shelf-support use.","23","16","15","12","66","Primary-source strength 23/30 (S10; S29); signal magnitude 16/30; metriMade strategy fit 15/25; nonduplicate portfolio whitespace 12/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-193","Curtain-track glider fit-gauge and replacement set","Noncritical repair and finish parts","Variation of SKU-039","Measure an existing track profile with a gauge before generating a light curtain glider or spacer.","Renters; households and repair cafes","EU repair rules and long-tail spare-part demand favor measured replacements.","Adjacent — repair workflow with measurement moat","Profile gauge reduces misfit before a tiny model-specific part is made.","Track opening/height; existing glider; curtain mass; count","gauge steps; neck width; wheel/slider profile; hook interface","60","35","35","PETG","None","Moderate","Digital first; printed later","5-10","12-28","4","Light indoor curtains only; exclude blinds; child cords; ceiling hazards and heavy drapes.","74","Wave 3","S10; S29; S16; S11; S19; S32","P0 research backlog","Start with gauge only; define destructive load and 1000-cycle test before replacement sale.","Compatibility and design-right review are mandatory.","23","16","15","6","60","Primary-source strength 23/30 (S10; S29); signal magnitude 16/30; metriMade strategy fit 15/25; nonduplicate portfolio whitespace 6/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-194","Vacuum-attachment parking clip","Noncritical repair and finish parts","New","Park a cool detached vacuum accessory on a storage rail; shelf edge or appliance tube.","Households; workshops and repair users","EU repair and recommerce trends support extending and organizing owned appliances.","Adjacent — measured storage accessory","Tube/rail diameter and attachment neck vary; a coupon-led clip avoids a full appliance mount.","Storage tube/rail; accessory envelope; allowed orientation; mass","clip bore; flex gap; cradle; stop; pad; label","120","90","80","PETG","None","Moderate","Digital first; printed later","6-12","18-38","4","Storage only while appliance is off; no hose adapter; airflow or running-machine use.","77","Wave 3","S10; S29; S34; S11; S19; S32","P0 research backlog","Print clip sweep; run 1000 cycles and bump/drop test with inert masses.","Distinct from a functional hose adapter and lower risk if kept off-machine.","25","21","15","12","73","Primary-source strength 25/30 (S10; S29; S34); signal magnitude 21/30; metriMade strategy fit 15/25; nonduplicate portfolio whitespace 12/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-195","Appliance button-cap and legend overlay","Noncritical repair and accessibility parts","New","Restore a missing cosmetic button cap or readable legend where failure cannot create a hazardous state.","Repair cafes; appliance owners and landlords","EU repair rules increase attention to keeping household goods usable.","Adjacent specialist — measured repair part","Stem; travel; panel keep-outs and legend can be matched for discontinued noncritical controls.","Exact interface; travel; surrounding keep-outs; function and hazard classification","stem; cap; travel clearance; legend; tactile mark","55","55","30","PETG","None","Hard","Digital first; printed later","6-12","18-40","5","BLOCK unless documented noncritical function; exclude heat; gas; safety interlocks and hazardous states.","65","Specialist / Hold","S10; S29; S16; S11; S15; S19; S32","P0 research backlog","Create a red-line intake form and specialist review before any geometry work.","Research option only; right-to-repair does not remove safety or IP duties.","23","16","10","14","63","Primary-source strength 23/30 (S10; S29); signal magnitude 16/30; metriMade strategy fit 10/25; nonduplicate portfolio whitespace 14/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-196","Stationery-refill inventory tray","Desk and stationery organization","New","Make spare erasers; leads; clips and cartridges visible so supplies are replenished intentionally.","Students; teachers and home-office users","IKEA 2026 shows catch-all drawer prevalence; Etsy and Michaels support analog stationery rituals.","Core — defined-set desk organization","Refill packet sizes; counts and labels form compact exact-fit layouts.","Drawer/desk envelope; refill types; package sizes; labels","pocket map; packet lanes; scoop wells; labels; module grid","180","140","45","PLA","None","Easy","Both after validation","7-13","20-42","1","Adult stationery storage; no child-use or choking-safety claim.","90","Wave 1","S31; S01; S33; S11; S19; S32","P0 research backlog","Pilot with mechanical-pencil; eraser and clip refills; verify package retrieval.","Simple cross-sell for pen caddies and drawer systems.","30","26","25","14","95","Primary-source strength 30/30 (S31; S01; S33); signal magnitude 26/30; metriMade strategy fit 25/25; nonduplicate portfolio whitespace 14/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-197","Label-printer tape-cartridge rack","Office and small-business organization","New","Store mixed label-tape cartridges vertically with visible width; color and status labels.","Home offices; small businesses; teachers and makers","IKEA 2026 supports desk organization; personalization businesses manage many label consumables.","Core — defined-set desk organization","Cartridge envelopes vary by family; measured slots and inventory labels create exact value.","Cartridge dimensions; count; label fields; shelf/drawer mode","slot size; pitch; angle; labels; module joint","220","140","120","PLA","None","Easy","Digital first; printed later","7-13","22-44","2","Storage only; no printer mechanism or compatibility claim until physically tested.","89","Wave 2","S31; S01; S11; S19; S32","P0 research backlog","Build unbranded envelope presets and test retrieval with empty cartridges.","Use descriptive dimensions instead of trademarks in the core product name.","30","25","25","14","94","Primary-source strength 30/30 (S31; S01); signal magnitude 25/30; metriMade strategy fit 25/25; nonduplicate portfolio whitespace 14/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-198","Memory-card safe archive drawer","Photo and data-media organization","New","Store memory cards and adapters in individual labeled slots with a separate full/empty orientation.","Photographers; musicians; makers and small offices","IKEA 2026 reports small-electronics clutter; creator workflows need visible inventory.","Core adjacent — defined-set micro-organization","Card formats; count and status orientation produce compact high-fit cassettes.","Card formats; count; labels; drawer/case envelope","slot dimensions; status flip; finger relief; label; lid option","160","100","35","PETG","None","Moderate","Digital first; printed later","7-14","22-46","3","Physical storage only; no data protection; waterproofing; ESD or impact claim.","86","Wave 2","S31; S11; S15; S19; S32","P0 research backlog","Use blank plastic dummies; test removal and avoid contact pressure on card pads.","Distinct from a broad camera-battery cassette through status-led media archiving.","30","24","22","14","90","Primary-source strength 30/30 (S31); signal magnitude 24/30; metriMade strategy fit 22/25; nonduplicate portfolio whitespace 14/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-199","Eyeglass-case shelf corral with dividers","Personal-item organization","New","Keep bulky eyeglass cases upright and visible on a wardrobe or entry shelf.","Adults with several prescription; sun or reading-glass cases","IKEA 2026 emphasizes organized access to meaningful personal possessions.","Core — defined-set shelf organization","Case widths; count and shelf depth create a simple fitted lane system.","Shelf envelope; case dimensions; count; label preferences","lane widths; divider height; base depth; front stop; labels","220","160","140","PLA","None","Easy","Both after validation","7-13","22-44","1","Dry indoor storage; no optical protection claim.","88","Wave 2","S31; S11; S19; S32","P0 research backlog","Test tip and retrieval across hard and soft case shapes.","Complements drawer inserts and under-shelf racks without duplicating their interfaces.","30","24","25","12","91","Primary-source strength 30/30 (S31); signal magnitude 24/30; metriMade strategy fit 25/25; nonduplicate portfolio whitespace 12/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-200","Personalized leaving-home checklist token station","Entryway routine organization","New","Move physical tokens from to-do to ready columns for keys; wallet; passes and daily items.","Adults; shared households and routine-oriented users","IKEA 2026 documents misplaced-item time and clutter conflict; Etsy favors personalized useful gifts.","Core — personalized routine aid","Checklist; names; token count and freestanding footprint are batch-generated while remaining tactile.","Checklist labels; names; token count; available footprint; language","column count; token geometry; text/icons; base; token capture","180","140","120","PLA","None","Moderate","Both after validation","9-17","28-56","3","Reminder aid only; no medical; cognitive; child-safety or guaranteed-loss-prevention claim.","90","Wave 2","S31; S01; S11; S19; S24; S32","P0 research backlog","Test one-handed token movement; visibility and customer-proof workflow with adult users.","Freestanding version avoids wall-mount risk; customer labels require content review.","30","29","25","14","98","Primary-source strength 30/30 (S31; S01); signal magnitude 29/30; metriMade strategy fit 25/25; nonduplicate portfolio whitespace 14/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
