Record_Key,Record_Type,Record_ID,Parent_SKU_ID,Product,Product_Path,Purpose_or_Intended_Use,Purpose_Documented,Trend_Score_0_100,Priority_Score_0_100,Current_Preflight_Short,Complexity,Readiness,Criticality,Current_Lane,Wave,Advancement_Potential,Suggested_Target_R,Specific_Variant_IDs,Specific_Variant_Status,Bottleneck,Exact_Next_Evidence,Evidence_Boundary,Assessment_Status,Assessed_On,Register_Version
RESEARCH:SKU-544,RESEARCH_IDEA,SKU-544,SKU-173,Japanese yen circulation-coin pocket-emptying tray with coin slope,,Let an adult sweep Japanese yen circulating coins out of a rounded pocket into denomination-separated open recesses on a modular desk or entryway tray.,YES,97.0,86.0,C2 · R3 · K1 · Lane B · CONDITIONAL,C2,R3,K1,B,W1 R3 NOMINAL — COUPON NEXT,R3+ ACHIEVED — PHYSICAL EVIDENCE NEXT,R4 INDEPENDENT / PHYSICAL VALIDATION,,EVIDENCE-BACKED SPECIFIC R3 CHILD,"Published nominal diameters only; Japan Mint does not publish every thickness on the same page, so recess depth must be set from a measured coupon. Only currently issued circulating denominations are in scope; worn, foreign, commemorative, bimetallic-damaged and pre-issue coins are excluded, and no authentication, counting or secure-storage function is implied.","Measure the thickness of one coin per denomination, then print the 1 yen/50 yen recess pair and confirm separation.","R3 applies only to this named variant and the cited nominal interface/process baseline. No physical fit, durability, demand, rights or commercial-release claim is inherited.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-545,RESEARCH_IDEA,SKU-545,SKU-001,IKEA HELMER 006.199.02 drawer grid organizer,,Turn one IKEA HELMER steel drawer into a zero-waste labelled cell grid for a customer item list without altering the drawer unit.,YES,96.0,84.8,C3 · R3 · K1 · Lane C · CONDITIONAL,C3,R3,K1,C,W1 R3 NOMINAL — COUPON NEXT,R3+ ACHIEVED — PHYSICAL EVIDENCE NEXT,R4 INDEPENDENT / PHYSICAL VALIDATION,,EVIDENCE-BACKED SPECIFIC R3 CHILD,"IKEA publishes the article identity and its nominal outer dimensions only; inner span, panel thickness, assembly tolerance, shelf deflection, national variants and future article revisions are not published and must be gauged on one physical unit before any compatibility wording. The published interior is a nominal for a folded steel drawer; corner radii, usable height and the 1 kg per-drawer load limit still bound the design.",Print a 220 x 370 mm minus/nominal/plus gauge and confirm corner radii and usable height on one real HELMER drawer.,"R3 applies only to this named variant and the cited nominal interface/process baseline. No physical fit, durability, demand, rights or commercial-release claim is inherited.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-546,RESEARCH_IDEA,SKU-546,SKU-001,IKEA MAXIMERA 903.193.48 medium 60 x 60 drawer grid organizer,,Turn one IKEA MAXIMERA medium 60 x 60 cm kitchen drawer into a zero-waste labelled cell grid for a customer item list without altering the drawer.,YES,96.0,84.8,C3 · R3 · K1 · Lane C · CONDITIONAL,C3,R3,K1,C,W1 R3 NOMINAL — COUPON NEXT,R3+ ACHIEVED — PHYSICAL EVIDENCE NEXT,R4 INDEPENDENT / PHYSICAL VALIDATION,,EVIDENCE-BACKED SPECIFIC R3 CHILD,"IKEA publishes the article identity and its nominal outer dimensions only; inner span, panel thickness, assembly tolerance, shelf deflection, national variants and future article revisions are not published and must be gauged on one physical unit before any compatibility wording. The published figures describe the drawer product, not its usable inner floor after the front panel and side profiles are mounted.","Print a minus/nominal/plus inner-floor gauge and one module seam, then confirm one mounted MAXIMERA drawer.","R3 applies only to this named variant and the cited nominal interface/process baseline. No physical fit, durability, demand, rights or commercial-release claim is inherited.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-547,RESEARCH_IDEA,SKU-547,SKU-001,IKEA MAXIMERA 703.193.49 medium 60 x 37 drawer grid organizer,,Turn one IKEA MAXIMERA medium 60 x 37 cm shallow-cabinet drawer into a zero-waste labelled cell grid without altering the drawer.,YES,96.0,84.8,C3 · R3 · K1 · Lane C · CONDITIONAL,C3,R3,K1,C,W1 R3 NOMINAL — COUPON NEXT,R3+ ACHIEVED — PHYSICAL EVIDENCE NEXT,R4 INDEPENDENT / PHYSICAL VALIDATION,,EVIDENCE-BACKED SPECIFIC R3 CHILD,"IKEA publishes the article identity and its nominal outer dimensions only; inner span, panel thickness, assembly tolerance, shelf deflection, national variants and future article revisions are not published and must be gauged on one physical unit before any compatibility wording. The published figures describe the drawer product, not its usable inner floor after the front panel and side profiles are mounted.","Print a minus/nominal/plus inner-floor gauge and one module seam, then confirm one mounted MAXIMERA drawer.","R3 applies only to this named variant and the cited nominal interface/process baseline. No physical fit, durability, demand, rights or commercial-release claim is inherited.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-548,RESEARCH_IDEA,SKU-548,SKU-001,IKEA MAXIMERA 203.193.61 high 60 x 60 drawer grid organizer,,Turn one IKEA MAXIMERA high 60 x 60 cm kitchen drawer into a zero-waste labelled cell grid with tall dividers for upright storage.,YES,96.0,84.8,C3 · R3 · K1 · Lane C · CONDITIONAL,C3,R3,K1,C,W1 R3 NOMINAL — COUPON NEXT,R3+ ACHIEVED — PHYSICAL EVIDENCE NEXT,R4 INDEPENDENT / PHYSICAL VALIDATION,,EVIDENCE-BACKED SPECIFIC R3 CHILD,"IKEA publishes the article identity and its nominal outer dimensions only; inner span, panel thickness, assembly tolerance, shelf deflection, national variants and future article revisions are not published and must be gauged on one physical unit before any compatibility wording. The published figures describe the drawer product, not its usable inner floor after the front panel and side profiles are mounted.","Print a minus/nominal/plus inner-floor gauge and one tall divider, then confirm tipping behaviour in one mounted drawer.","R3 applies only to this named variant and the cited nominal interface/process baseline. No physical fit, durability, demand, rights or commercial-release claim is inherited.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-549,RESEARCH_IDEA,SKU-549,SKU-001,IKEA MOPPE 402.163.57 drawer grid organizer set,,Turn the drawers of one IKEA MOPPE mini chest into labelled small-parts cell grids without altering or finishing the chest.,YES,96.0,86.8,C3 · R3 · K1 · Lane C · CONDITIONAL,C3,R3,K1,C,W1 R3 NOMINAL — COUPON NEXT,R3+ ACHIEVED — PHYSICAL EVIDENCE NEXT,R4 INDEPENDENT / PHYSICAL VALIDATION,,EVIDENCE-BACKED SPECIFIC R3 CHILD,"IKEA publishes the article identity and its nominal outer dimensions only; inner span, panel thickness, assembly tolerance, shelf deflection, national variants and future article revisions are not published and must be gauged on one physical unit before any compatibility wording. IKEA does not publish MOPPE drawer interiors, so per-drawer width, depth and height must be gauged on one physical unit; untreated birch plywood also swells with humidity and with any customer finish.","Gauge one real MOPPE drawer interior in three axes, then print a minus/nominal/plus grid before any compatibility wording.","R3 applies only to this named variant and the cited nominal interface/process baseline. No physical fit, durability, demand, rights or commercial-release claim is inherited.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-550,RESEARCH_IDEA,SKU-550,SKU-001,Blum LEGRABOX 500 mm M-height drawer grid organizer,,Turn one Blum LEGRABOX drawer of 500 mm nominal length and M side height into a zero-waste labelled cell grid without altering the runner system.,YES,96.0,84.8,C3 · R3 · K1 · Lane C · CONDITIONAL,C3,R3,K1,C,W1 R3 NOMINAL — COUPON NEXT,R3+ ACHIEVED — PHYSICAL EVIDENCE NEXT,R4 INDEPENDENT / PHYSICAL VALIDATION,,EVIDENCE-BACKED SPECIFIC R3 CHILD,"Blum publishes system nominals for the drawer kit, not the finished inner box of one installed cabinet; cabinet width, base panel thickness, back-panel position and the fabricator's cut list still change the usable floor and must be gauged on the installed drawer.","Gauge the installed inner floor in three axes, then print a minus/nominal/plus module before any LEGRABOX compatibility wording.","R3 applies only to this named variant and the cited nominal interface/process baseline. No physical fit, durability, demand, rights or commercial-release claim is inherited.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-551,RESEARCH_IDEA,SKU-551,SKU-160,Copic Sketch 11 x 16 x 150 craft-night personal caddy,,Give each adult craft-night participant a labelled caddy whose bays are cut to the published Copic Sketch marker envelope and that docks into a shared centre layout.,YES,96.0,91.0,C2 · R3 · K1 · Lane B · CONDITIONAL,C2,R3,K1,B,W1 R3 NOMINAL — COUPON NEXT,R3+ ACHIEVED — PHYSICAL EVIDENCE NEXT,R4 INDEPENDENT / PHYSICAL VALIDATION,,EVIDENCE-BACKED SPECIFIC R3 CHILD,"Manufacturer nominal barrel size only; cap fit, nib protrusion, label thickness, refilled or aged bodies and other Copic ranges such as Ciao or Classic are not covered, and no ink-compatibility or solvent-resistance claim is made.",Print one bay row and dock seam and test real markers for single-handed withdrawal and barrel scuffing.,"R3 applies only to this named variant and the cited nominal interface/process baseline. No physical fit, durability, demand, rights or commercial-release claim is inherited.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-552,RESEARCH_IDEA,SKU-552,SKU-160,POSCA PC-5M 18 x 142 craft-night personal caddy,,Give each adult craft-night participant a labelled caddy whose bays are cut to the published uni POSCA PC-5M paint-marker envelope and that docks into a shared centre layout.,YES,96.0,91.0,C2 · R3 · K1 · Lane B · CONDITIONAL,C2,R3,K1,B,W1 R3 NOMINAL — COUPON NEXT,R3+ ACHIEVED — PHYSICAL EVIDENCE NEXT,R4 INDEPENDENT / PHYSICAL VALIDATION,,EVIDENCE-BACKED SPECIFIC R3 CHILD,"Manufacturer nominal barrel size only; cap fit, nib protrusion, label thickness and other POSCA tip sizes such as PC-1M, PC-3M or PC-8K are not covered, and no paint-compatibility claim is made.",Print one bay row and dock seam and test real PC-5M markers for single-handed withdrawal and shake clearance.,"R3 applies only to this named variant and the cited nominal interface/process baseline. No physical fit, durability, demand, rights or commercial-release claim is inherited.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-553,RESEARCH_IDEA,SKU-553,SKU-160,Tombow Dual Brush ABT 12 x 190 craft-night personal caddy,,Give each adult craft-night participant a labelled caddy whose bays are cut to the published Tombow Dual Brush Pen ABT envelope and that docks into a shared centre layout.,YES,96.0,91.0,C2 · R3 · K1 · Lane B · CONDITIONAL,C2,R3,K1,B,W1 R3 NOMINAL — COUPON NEXT,R3+ ACHIEVED — PHYSICAL EVIDENCE NEXT,R4 INDEPENDENT / PHYSICAL VALIDATION,,EVIDENCE-BACKED SPECIFIC R3 CHILD,"Manufacturer nominal barrel size only; the pen is double-ended, so both the brush and the fine nib must stay clear of every bay floor; nib splay, label thickness and other Tombow ranges are not covered.",Print one bay row with nib relief and confirm that neither nib touches the bay floor on a real pen.,"R3 applies only to this named variant and the cited nominal interface/process baseline. No physical fit, durability, demand, rights or commercial-release claim is inherited.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-554,RESEARCH_IDEA,SKU-554,SKU-160,DMC six-strand floss skein craft-night personal caddy,,"Give each adult craft-night participant a labelled caddy that keeps DMC six-strand floss skeins separated, tangle-free and pull-ready in a shared centre layout.",YES,96.0,91.0,C2 · R3 · K1 · Lane B · CONDITIONAL,C2,R3,K1,B,W1 R3 NOMINAL — COUPON NEXT,R3+ ACHIEVED — PHYSICAL EVIDENCE NEXT,R4 INDEPENDENT / PHYSICAL VALIDATION,,EVIDENCE-BACKED SPECIFIC R3 CHILD,"The manufacturer publishes length and thread size, not a rigid skein geometry: a pull skein is soft, compresses, relaxes as thread is used and varies between full and part-used skeins. Bay geometry must be set from measured full and half-used skeins.","Measure full and half-used skeins, then print one bay row and test pull-tail access and tangle behaviour.","R3 applies only to this named variant and the cited nominal interface/process baseline. No physical fit, durability, demand, rights or commercial-release claim is inherited.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-555,RESEARCH_IDEA,SKU-555,SKU-107,SINGER Class 15 transparent bobbin drawer cassette,,Store wound SINGER Class 15 transparent bobbins with a visible thread-colour inventory on posts inside an exact customer drawer footprint.,YES,96.0,88.0,C2 · R3 · K1 · Lane B · CONDITIONAL,C2,R3,K1,B,W1 R3 NOMINAL — COUPON NEXT,R3+ ACHIEVED — PHYSICAL EVIDENCE NEXT,R4 INDEPENDENT / PHYSICAL VALIDATION,,EVIDENCE-BACKED SPECIFIC R3 CHILD,"Manufacturer support-page nominals only; Class 15 and Class 15J are not interchangeable, flange curvature and hub bore vary between suppliers, and no machine-compatibility, thread-tension or burr-free claim is made. Bobbins remain small parts.","Print a post-and-recess coupon and test wound and empty transparent bobbins for seating, removal and thread snagging.","R3 applies only to this named variant and the cited nominal interface/process baseline. No physical fit, durability, demand, rights or commercial-release claim is inherited.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-556,RESEARCH_IDEA,SKU-556,SKU-107,SINGER Class 15 metal bobbin drawer cassette,,Store wound SINGER Class 15 metal bobbins on posts inside an exact customer drawer footprint with a labelled thread-colour inventory.,YES,96.0,88.0,C2 · R3 · K1 · Lane B · CONDITIONAL,C2,R3,K1,B,W1 R3 NOMINAL — COUPON NEXT,R3+ ACHIEVED — PHYSICAL EVIDENCE NEXT,R4 INDEPENDENT / PHYSICAL VALIDATION,,EVIDENCE-BACKED SPECIFIC R3 CHILD,"Manufacturer support-page nominals only; Class 15 and Class 15J are not interchangeable, metal bobbins vary between suppliers, and no machine-compatibility, thread-tension or burr-free claim is made. Bobbins remain small parts.",Print a post-and-recess coupon and confirm that a metal bobbin does not seat in the transparent-bobbin recess of SKU-555.,"R3 applies only to this named variant and the cited nominal interface/process baseline. No physical fit, durability, demand, rights or commercial-release claim is inherited.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-557,RESEARCH_IDEA,SKU-557,SKU-107,Brother SA156 Class 15 bobbin drawer cassette,,Store wound Brother SA156 clear plastic bobbins on posts inside an exact customer drawer footprint with a labelled thread-colour inventory.,YES,96.0,88.0,C2 · R3 · K1 · Lane B · CONDITIONAL,C2,R3,K1,B,W1 R3 NOMINAL — COUPON NEXT,R3+ ACHIEVED — PHYSICAL EVIDENCE NEXT,R4 INDEPENDENT / PHYSICAL VALIDATION,,EVIDENCE-BACKED SPECIFIC R3 CHILD,"Brother publishes the class designation but not a dimensioned drawing, so the working nominal is inherited from the Class 15 class definition and must be confirmed on real SA156 bobbins before any Brother compatibility wording. No machine-compatibility, thread-tension or burr-free claim is made; bobbins remain small parts.","Measure five real SA156 bobbins, then print a post-and-recess coupon before any Brother or Baby Lock compatibility wording.","R3 applies only to this named variant and the cited nominal interface/process baseline. No physical fit, durability, demand, rights or commercial-release claim is inherited.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
PRODUCT:art-decor/mm-art-001-fox-mesh-collection,PRODUCT_DIRECTORY,MM-ART-001,,Mm Art 001 Fox Mesh Collection,products/art-decor/mm-art-001-fox-mesh-collection,Provide printable fox-themed decorative meshes and their reference assets for non-functional display use.,YES,,,C0 · R1 · K0 · Lane E · LOW_UNKNOWN,C0,R1,K0,E,W2 LOW-COMPLEXITY,MEDIUM,R3 NOMINAL DESIGN INPUTS,,CURRENT PRODUCT — CREATE A SEPARATE NAMED VARIANT IF SCOPE NARROWS,"stable current product revision; variant-confirmed critical interface dimensions, tolerances, and uncertainty; complete printer/material/nozzle/orientation/process-profile set; measurable acceptance criteria; verification plan and physical result references",Confirm the exact product/host variant and complete the primary interface contract. Record the exact manufacturing profile. Define measurable acceptance criteria and a minimal coupon/prototype test.,"Uses the live product preflight and purpose document. No R increase is assigned without the stated interface, process, dimensional or physical evidence.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
PRODUCT:art-decor/mm-art-002-plant-mesh,PRODUCT_DIRECTORY,MM-ART-002,,Mm Art 002 Plant Mesh,products/art-decor/mm-art-002-plant-mesh,Provide a printable decorative plant mesh for non-functional display use.,YES,,,C0 · R1 · K0 · Lane E · LOW_UNKNOWN,C0,R1,K0,E,W2 LOW-COMPLEXITY,MEDIUM,R3 NOMINAL DESIGN INPUTS,,CURRENT PRODUCT — CREATE A SEPARATE NAMED VARIANT IF SCOPE NARROWS,"stable current product revision; variant-confirmed critical interface dimensions, tolerances, and uncertainty; complete printer/material/nozzle/orientation/process-profile set; measurable acceptance criteria; verification plan and physical result references",Confirm the exact product/host variant and complete the primary interface contract. Record the exact manufacturing profile. Define measurable acceptance criteria and a minimal coupon/prototype test.,"Uses the live product preflight and purpose document. No R increase is assigned without the stated interface, process, dimensional or physical evidence.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
PRODUCT:art-decor/mm-art-003-unicorn-mesh-collection,PRODUCT_DIRECTORY,MM-ART-003,,Mm Art 003 Unicorn Mesh Collection,products/art-decor/mm-art-003-unicorn-mesh-collection,Provide printable unicorn-themed decorative meshes for non-functional display use.,YES,,,C0 · R1 · K0 · Lane E · LOW_UNKNOWN,C0,R1,K0,E,W2 LOW-COMPLEXITY,MEDIUM,R3 NOMINAL DESIGN INPUTS,,CURRENT PRODUCT — CREATE A SEPARATE NAMED VARIANT IF SCOPE NARROWS,"stable current product revision; variant-confirmed critical interface dimensions, tolerances, and uncertainty; complete printer/material/nozzle/orientation/process-profile set; measurable acceptance criteria; verification plan and physical result references",Confirm the exact product/host variant and complete the primary interface contract. Record the exact manufacturing profile. Define measurable acceptance criteria and a minimal coupon/prototype test.,"Uses the live product preflight and purpose document. No R increase is assigned without the stated interface, process, dimensional or physical evidence.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
PRODUCT:art-decor/mm-art-004-capybara-mesh-collection,PRODUCT_DIRECTORY,MM-ART-004,,Mm Art 004 Capybara Mesh Collection,products/art-decor/mm-art-004-capybara-mesh-collection,Provide printable capybara-themed decorative meshes for non-functional display use.,YES,,,C0 · R1 · K0 · Lane E · LOW_UNKNOWN,C0,R1,K0,E,W2 LOW-COMPLEXITY,MEDIUM,R3 NOMINAL DESIGN INPUTS,,CURRENT PRODUCT — CREATE A SEPARATE NAMED VARIANT IF SCOPE NARROWS,"stable current product revision; variant-confirmed critical interface dimensions, tolerances, and uncertainty; complete printer/material/nozzle/orientation/process-profile set; measurable acceptance criteria; verification plan and physical result references",Confirm the exact product/host variant and complete the primary interface contract. Record the exact manufacturing profile. Define measurable acceptance criteria and a minimal coupon/prototype test.,"Uses the live product preflight and purpose document. No R increase is assigned without the stated interface, process, dimensional or physical evidence.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
PRODUCT:art-decor/mm-art-005-fish-mesh-collection,PRODUCT_DIRECTORY,MM-ART-005,,Mm Art 005 Fish Mesh Collection,products/art-decor/mm-art-005-fish-mesh-collection,Provide printable fish-themed decorative meshes for non-functional display use.,YES,,,C0 · R1 · K0 · Lane E · LOW_UNKNOWN,C0,R1,K0,E,W2 LOW-COMPLEXITY,MEDIUM,R3 NOMINAL DESIGN INPUTS,,CURRENT PRODUCT — CREATE A SEPARATE NAMED VARIANT IF SCOPE NARROWS,"stable current product revision; variant-confirmed critical interface dimensions, tolerances, and uncertainty; complete printer/material/nozzle/orientation/process-profile set; measurable acceptance criteria; verification plan and physical result references",Confirm the exact product/host variant and complete the primary interface contract. Record the exact manufacturing profile. Define measurable acceptance criteria and a minimal coupon/prototype test.,"Uses the live product preflight and purpose document. No R increase is assigned without the stated interface, process, dimensional or physical evidence.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
PRODUCT:art-decor/mm-art-006-mouse-mesh-collection,PRODUCT_DIRECTORY,MM-ART-006,,Mm Art 006 Mouse Mesh Collection,products/art-decor/mm-art-006-mouse-mesh-collection,Provide printable mouse-themed decorative meshes for non-functional display use.,YES,,,C0 · R1 · K0 · Lane E · LOW_UNKNOWN,C0,R1,K0,E,W2 LOW-COMPLEXITY,MEDIUM,R3 NOMINAL DESIGN INPUTS,,CURRENT PRODUCT — CREATE A SEPARATE NAMED VARIANT IF SCOPE NARROWS,"stable current product revision; variant-confirmed critical interface dimensions, tolerances, and uncertainty; complete printer/material/nozzle/orientation/process-profile set; measurable acceptance criteria; verification plan and physical result references",Confirm the exact product/host variant and complete the primary interface contract. Record the exact manufacturing profile. Define measurable acceptance criteria and a minimal coupon/prototype test.,"Uses the live product preflight and purpose document. No R increase is assigned without the stated interface, process, dimensional or physical evidence.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
PRODUCT:art-decor/mm-art-007-racehorse-mesh-collection,PRODUCT_DIRECTORY,MM-ART-007,,Racehorse Display Trophy,products/art-decor/mm-art-007-racehorse-mesh-collection,Provide a printable racehorse display model and related trophy-concept evidence for decorative use.,YES,,,C0 · R2 · K0 · Lane E · LOW_UNKNOWN,C0,R2,K0,E,W2 LOW-COMPLEXITY,MEDIUM,R3 NOMINAL DESIGN INPUTS,,CURRENT PRODUCT — CREATE A SEPARATE NAMED VARIANT IF SCOPE NARROWS,"variant-confirmed critical interface dimensions, tolerances, and uncertainty; complete printer/material/nozzle/orientation/process-profile set; measurable acceptance criteria; verification plan and physical result references",Confirm the exact product/host variant and complete the primary interface contract. Record the exact manufacturing profile. Define measurable acceptance criteria and a minimal coupon/prototype test.,"Uses the live product preflight and purpose document. No R increase is assigned without the stated interface, process, dimensional or physical evidence.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
PRODUCT:art-decor/mm-art-008-sports-car-mesh,PRODUCT_DIRECTORY,MM-ART-008,,Mm Art 008 Sports Car Mesh,products/art-decor/mm-art-008-sports-car-mesh,Provide a printable sports-car-shaped decorative mesh for non-functional display use.,YES,,,C0 · R1 · K0 · Lane E · LOW_UNKNOWN,C0,R1,K0,E,W2 LOW-COMPLEXITY,MEDIUM,R3 NOMINAL DESIGN INPUTS,,CURRENT PRODUCT — CREATE A SEPARATE NAMED VARIANT IF SCOPE NARROWS,"stable current product revision; variant-confirmed critical interface dimensions, tolerances, and uncertainty; complete printer/material/nozzle/orientation/process-profile set; measurable acceptance criteria; verification plan and physical result references",Confirm the exact product/host variant and complete the primary interface contract. Record the exact manufacturing profile. Define measurable acceptance criteria and a minimal coupon/prototype test.,"Uses the live product preflight and purpose document. No R increase is assigned without the stated interface, process, dimensional or physical evidence.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
PRODUCT:art-decor/mm-art-009-whale-mesh-collection,PRODUCT_DIRECTORY,MM-ART-009,,Mm Art 009 Whale Mesh Collection,products/art-decor/mm-art-009-whale-mesh-collection,Provide printable whale-themed decorative meshes for non-functional display use.,YES,,,C0 · R1 · K0 · Lane E · LOW_UNKNOWN,C0,R1,K0,E,W2 LOW-COMPLEXITY,MEDIUM,R3 NOMINAL DESIGN INPUTS,,CURRENT PRODUCT — CREATE A SEPARATE NAMED VARIANT IF SCOPE NARROWS,"stable current product revision; variant-confirmed critical interface dimensions, tolerances, and uncertainty; complete printer/material/nozzle/orientation/process-profile set; measurable acceptance criteria; verification plan and physical result references",Confirm the exact product/host variant and complete the primary interface contract. Record the exact manufacturing profile. Define measurable acceptance criteria and a minimal coupon/prototype test.,"Uses the live product preflight and purpose document. No R increase is assigned without the stated interface, process, dimensional or physical evidence.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
PRODUCT:art-decor/mm-art-010-modular-city-map-wall-panel,PRODUCT_DIRECTORY,MM-ART-010,,MM-ART-010 parameterized permanent one-off city-map wall relief with enlarged metriMade location artwork,products/art-decor/mm-art-010-modular-city-map-wall-panel,"Unique indoor decorative Berlin wall relief, produced as two four-color main prints and permanently assembled without adhesive, rear grid, magnets, or replaceable sections. Revision 0.5.1 changes only the visible address artwork to the canonical stacked metriMade lockup at a proposed 54.0 × 57.18 mm, targeting recognition from about 2 m. Its address, logo, icon or monochrome image silhouette remains parameterized without creating a fifth tool. Revision 0.5.0 digital-candidate-r7 remains the geometry authority until concept v06 is approved.",YES,,,C3 · R2 · K2 · Lane C · LOW_UNKNOWN,C3,R2,K2,C,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,CURRENT PRODUCT — CREATE A SEPARATE NAMED VARIANT IF SCOPE NARROWS,"Exact connector and snap clearances for the selected filament/profile; Exact filament batches, conditioning state, ACE slots, measured opacity and directed purge matrix; As-built mass, wall-anchor/substrate selection and physical proof-load result","Generate and validate revision 0.5.1 digital-candidate-r1 and the process-matched Oak/Sky Blue raised-logo coupon. Print the Oak/Sky Blue coupon and perform the human recognition test at 2.0 m under ordinary indoor lighting. Review physical profiles, ACE slots and purge, then place and approve the recessed rear metriMade.com watermark before permanent assembly and wall proof.","Uses the live product preflight and purpose document. No R increase is assigned without the stated interface, process, dimensional or physical evidence.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
PRODUCT:art-decor/mm-art-011-modular-topographic-relief-wall-panel,PRODUCT_DIRECTORY,MM-ART-011,,Permanent One Off Topographic Relief Wall Panel,products/art-decor/mm-art-011-modular-topographic-relief-wall-panel,Two unique permanent 600 x 400 mm topographic wall artworks: Harz and the Rheinisches Braunkohlerevier. Each one-off is printed as two 300 x 400 mm four-color halves on the Anycubic Kobra 3 Max Combo and permanently joined into one non-serviceable relief using concealed one-way printed connectors. Local connector springs and isolated snap-in hanger/standoff parts provide assembly and an 18 mm halo cavity without a rear grid. Selected terrain-derived paths pass optional customer-added light through the visible face.,YES,,,C3 · R2 · K2 · Lane E · LOW_UNKNOWN,C3,R2,K2,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,CURRENT PRODUCT — CREATE A SEPARATE NAMED VARIANT IF SCOPE NARROWS,"variant-confirmed critical interface dimensions, tolerances, and uncertainty; complete printer/material/nozzle/orientation/process-profile set; measurable acceptance criteria",Confirm the exact product/host variant and complete the primary interface contract. Record the exact manufacturing profile. Define measurable acceptance criteria and a minimal coupon/prototype test.,"Uses the live product preflight and purpose document. No R increase is assigned without the stated interface, process, dimensional or physical evidence.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
PRODUCT:art-decor/mm-auto-001-opel-grandland-2018-mesh,PRODUCT_DIRECTORY,MM-AUTO-001,,Mm Auto 001 Opel Grandland 2018 Mesh,products/art-decor/mm-auto-001-opel-grandland-2018-mesh,Provide a printable decorative representation of a 2018 Opel Grandland X; it is not a vehicle component or fit reference.,YES,,,C1 · R1 · K0 · Lane E · LOW_UNKNOWN,C1,R1,K0,E,W2 LOW-COMPLEXITY,MEDIUM,R3 NOMINAL DESIGN INPUTS,,CURRENT PRODUCT — CREATE A SEPARATE NAMED VARIANT IF SCOPE NARROWS,"stable current product revision; variant-confirmed critical interface dimensions, tolerances, and uncertainty; complete printer/material/nozzle/orientation/process-profile set; measurable acceptance criteria; verification plan and physical result references",Confirm the exact product/host variant and complete the primary interface contract. Record the exact manufacturing profile. Define measurable acceptance criteria and a minimal coupon/prototype test.,"Uses the live product preflight and purpose document. No R increase is assigned without the stated interface, process, dimensional or physical evidence.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
